Date,Tweet
9/17/2020,"The 100 richest Americans have made more than $300 billion during the COVID-19 crisis.   Now, in the middle of a pandemic and economic crisis, Donald Trump wants to give them a $29 billion tax break.   Let that sink in."
9/17/2020,"If you make under $400,000, you will not pay a penny more in taxes when I'm president.  The super-wealthy and big corporations will finally pay their fair share - and we'll invest that money in working families.  We're going to reward work - not wealth."
9/17/2020,"We've had to endure President Trump's incompetence and dishonesty when it comes to testing, wearing masks, and socially distancing.    We can't afford a repeat of those fiascos with a COVID-19 vaccine.  The stakes are too high."
9/17/2020,We're going to get this virus under control and get your life back on track.
9/16/2020,"We've lost nearly 200,000 Americans to COVID-19.   It didn't have to be this bad - but Donald Trump failed to do his job."
9/16/2020,"Donald Trump not only suggested we sell or trade Puerto Rico - but he also left our fellow Americans without the resources they desperately needed after Hurricane Maria. It's unacceptable.  As president, I'll support the island's full recovery and invest in its people and future."
9/15/2020,"As we celebrate the Independence Day of Costa Rica, Guatemala, El Salvador, Honduras and Nicaragua, we must affirm the democratic aspirations and human rights of people across Latin America.  I'll always fight for democracy and for those who come to America seeking a better life."
9/15/2020,"The 16th Street Baptist Church bombing is a powerful reminder of our past and what remains at stake in this election. As we honor the memory of those four little girls, we must commit to defeating the poisonous ideology of white supremacy that lit the fuse 57 years ago."
9/15/2020,"This morning, parents all across the West - already worried about their kids being indoors because of COVID-19 - are now also waking up worried about their kids being outside.  We need a president who takes climate change seriously."
9/14/2020,".@realDonaldTrump, you know what's actually threatening our suburbs?  Wildfires. Floods. Hurricanes.  We need to act on climate. Now."
9/14/2020,50 days.
9/14/2020,Weapons of war have no place in our communities.  We need to ban assault weapons and high-capacity magazines.
9/13/2020,"26 years ago today, the Senate passed 10-year bans on assault weapons and high-capacity magazines-it was an effort I was proud to champion.  These bans saved lives, and Congress should have never let them expire.  As president, I'll take on the @NRA and we'll ban them once "
9/12/2020,You deserve a President and Vice President who will spend every minute of every day working to make your life better.  I promise that's exactly what @KamalaHarris and I will do.
9/11/2020,Donald Trump said he wanted to be a cheerleader for the country. We didn't need a cheerleader. We needed a president.
9/10/2020,Donald Trump said he didn't want to tell the truth and create a panic. So he did nothing and created a disaster.
9/9/2020,You deserve a president who tells you the truth.
9/9/2020,"If Donald Trump had acted just two weeks earlier, 54,000 lives could have been spared in March and April alone.   Instead, he downplayed the threat and refused to take action - costing lives and sending our economy into a tailspin.  It's an unjustifiable dereliction of duty."
9/9/2020,"I promise you that if I'm elected, I'll always tell you the truth.  I'll listen to the experts and do everything I can to contain this virus.  And I'll always put your health and safety first - no matter the political cost."
9/9/2020,"A safe and effective COVID-19 vaccine could save countless lives. We need one as soon as possible.  But while I see a vaccine as a product of science, President Trump sees it as a political tool.  Politics should play no role in this. The Administration must answer the following:"
9/9/2020,Donald Trump is incapable of providing the leadership this moment requires.
9/8/2020,This economy may be working great for Donald Trump and his wealthy friends - but it's not working for the rest of America.  It's time we change that.
9/8/2020,"At our best, America has always been generous, kind, and optimistic. We treat each other with dignity, give hate no safe harbor, and leave no one behind.  I believe we can be that nation once again."
9/7/2020,Wall Street didn't build this country - the middle class did. And unions built the middle class.  Donald Trump doesn't understand that. We need a president who does.
9/7/2020,"It's not enough to just thank our essential workers - we need to pay them. As president, I'll:  - Raise the minimum wage to $15 - End the tipped minimum wage - End the sub-minimum wage for people with disabilities - Ensure everyone has strong benefits"
9/7/2020,"For years, President Trump and Republicans have waged a war on America's labor unions.   It will end on my watch.  I'll sign the PRO Act - making it easier for workers to organize and collectively bargain - and be the strongest labor president workers have ever had."
9/7/2020,The 40-hour workweek Minimum wage Overtime pay Health care  Workplace safety protections  They're all because of unions - and it's time we recognize that.
9/7/2020,We need to restore honor and decency to the White House.
9/6/2020,"Donald Trump promised to be ""the greatest jobs president God ever created.""  But in reality, he\'s on track to become the first president in modern history to leave office with fewer jobs than when he entered.  American workers can\'t take four more years of his failed leadership."
9/6/2020,It's time we reward work - not just wealth.
9/5/2020,"As president, I will:  - Call for nationwide mask mandates - Implement widespread testing - Accelerate the development of treatments and vaccines  I'm ready to work on day one to contain the spread of this virus and get our country back on track."
9/4/2020,I'm grateful for everyone who found work in August and found that glimmer of hope - but there is real cause for concern in this morning's jobs report.  The pace of job gains in August was slower than in July. And significantly slower than May or June.
9/3/2020,"Right now, classrooms should be humming with excitement for a new year and students' hopes for their futures.  Instead, many are silent and empty because President Trump didn't do his job.  America's families are paying the price for his failures."
9/3/2020,"I've always believed we're at our best when we act as one America. It's time for us to come together, propel our nation across this turbulent threshold, and build a better future for all."
9/2/2020,Donald Trump and Betsy DeVos are the worst possible people to lead our nation's schools through this pandemic.
9/2/2020,Last month we raised $364.5 million - 95% of the donations from grassroots supporters like you and the majority online.  Working people are powering our campaign - and I'm grateful.  We've got a long way to go to close the fundraising gap and win - bu
9/1/2020,.@DrBiden and I send our best wishes to members of the Jain faith concluding the holy observance of Paryushan and Das Lakshan. May we all find peace and reconciliation in our lives. Michhami Dukkaddam and Kshamavani!
9/1/2020,"Across the country, people rely on public transportation to get to work, see loved ones, and access essential services. But that's all under threat because Republicans refuse to do their jobs.  Congress must act now to save public transit."
9/1/2020,"Tonight, President Trump declined to rebuke violence.  He wouldn't even repudiate one of his supporters who is charged with murder.  He is too weak, too scared of the hatred he has stirred to put an end to it."
8/31/2020,More cops have died from COVID this year than have been killed on patrol.  Nearly one in six small businesses in this country are closed.  Do you really feel safer under Trump?
8/31/2020,"Donald Trump keeps telling us if he was president, you'd feel safe.  Well, he is president - whether he knows it or not."
8/31/2020,Trump and Pence are running on this: You won't be safe in Joe Biden's America.  And what's their proof?  The violence you're seeing in Donald Trump's America.
8/31/2020,"The simple truth is Donald Trump failed to protect America. So now, he's trying to scare America."
8/31/2020,"I want a safe America - safe from COVID, safe from crime and looting, safe from racially motivated violence, safe from bad cops.   And let's be crystal clear: Safe from four more years of Donald Trump."
8/31/2020,"Donald Trump may believe mouthing the words law and order makes him strong, but his failure to call on his own supporters to stop acting as an armed militia in this country shows you how weak he is."
8/31/2020,Does anyone believe there will be less violence in America if Donald Trump is reelected?
8/31/2020,We are facing so many crises under Donald Trump:   COVID. Economic devastation. Unwarranted police violence. Emboldened white nationalists. A reckoning on race. Declining faith in a bright American future.  The common thread? A president who makes things worse - not better.
8/31/2020,"here's a lot happening, but I hope we don't overlook the brave fire fighters ; emergency responders in the wake of Hurricane Laura.  When the storm hit, they stayed behind-even while their homes were being destroyed-to help their community recover.  True Ame"
8/29/2020,I believe there's not a single thing the American people can't accomplish if we do it together. We're going to overcome these crises and emerge stronger than before.
8/29/2020,We have a president more interested in beating people at golf than beating COVID-19.
8/29/2020,"The true power of @ChadwickBoseman was bigger than anything we saw on screen. From the Black Panther to Jackie Robinson, he inspired generations and showed them they can be anything they want - even super heroes. Jill and I are praying for his loved ones at this difficult time."
8/29/2020,America was built on a simple idea: All men - and women - are created equal.   It's time we ensured all people are treated equally as well.
8/28/2020,"As we mark the 57th anniversary of the March on Washington and Dr. Martin Luther King Jr.\'s ""I Have a Dream"" speech, we must continue the hard work of perfecting our union. It\'s up to all of us to carry on the march toward equality, liberty, and justice for all."
8/28/2020,"We can't let George Floyd and Jacob Blake become just another pair of hashtags.  This is a moment of action.  It's long past time we reform policing, reverse systemic racism, and make our communities safer."
8/28/2020,Remember: every example of violence Donald Trump decries has happened on his watch. Under his leadership. During his presidency.
8/28/2020,"From the moment COVID-19 emerged, President Trump downplayed the threat it posed, refused to listen to the experts, and failed to take action to contain its spread.  Now, we're paying the price."
8/28/2020,"Donald Trump calls himself a wartime president. But now, instead of leading the charge to defeat this virus, he's waved the white flag.  He abandoned the American people when we needed him most."
8/28/2020,"- 180,000 lives lost - Nearly 6 million confirmed cases of COVID-19 - Over 25 million Americans out of work - Countless small businesses on the brink of closing  That's Donald Trump's America. We're living it every day. We can't take four more years."
8/28/2020,"When Donald Trump says tonight you won't be safe in Joe Biden's America, look around and ask yourself: How safe do you feel in Donald Trump's America?"
8/27/2020,"180,000 people have died from this COVID crisis. And the heartbreaking truth is that it didn't have to happen this way."
8/26/2020,"As we celebrate #WomensEqualityDay and the 100th anniversary of the 19th Amendment, we have got to renew our efforts to protect the sacred right to vote.  Every eligible American should be able to make their voice heard at the ballot box. Period."
8/26/2020,"I promise you that as president, I will protect America. I will protect you and your family. I will defend our nation from threats seen and unseen.  It's the least of what we should expect from an American president."
8/24/2020,President Obama and I established a White House office to prepare our nation for future pandemics. Donald Trump eliminated it - and we've been paying the price every single day.
8/23/2020,"As president, the first step I will take will be to get control of the virus that's ruined so many lives.   Because I understand something this president doesn't.    We will never get our economy back on track until we deal with this virus."
8/23/2020,"America is at an inflection point.   We can choose the path of becoming angrier, less hopeful, and more divided.  Or we can choose a different path, and together, take this chance to heal, to be reborn, to unite. A path of hope and light."
8/23/2020,"I give you my word: If you entrust me with the presidency, I will draw on the best of us, not the worst. I will be an ally of the light, not of the darkness."
8/22/2020,Love is more powerful than hate.   Hope is more powerful than fear.   Light is more powerful than darkness.    This is our moment. This is our mission.
8/22/2020,"To everyone celebrating the Hindu festival of Ganesh Chaturthi in the U.S., India, and around the world, may you overcome all obstacles, be blessed with wisdom, and find a path toward new beginnings."
8/22/2020,"I have always believed you can define America in one word: Possibilities.    In America, everyone should be given the opportunity to go as far as their dreams and God-given ability will take them."
8/21/2020,Our president has failed in his most basic duty to this nation.   He failed to protect us. He failed to protect America. And that is unforgivable.
8/21/2020,"Who we are as a nation, what we stand for, and who we want to be - that's on the ballot this November."
8/21/2020,It is with great honor and humility that I accept this nomination for President of the United States of America.
8/21/2020,"As our Muslim friends and neighbors mark the start of the Islamic New Year and honor the sacrifice made during the holy month of #Muharram, let us all recommit to standing together in the struggle for compassion, equality, and justice."
8/20/2020,"I first ran for Senate when I was 29 years old, and I'm as optimistic about our future now as I was then.   It's time to set our nation on a new path. One where we finally live up to our highest ideals and everyone has a fair shot to get ahead."
8/20/2020,Donald Trump is not responsible for COVID-19 - but he does bear full responsibility for the failed national response.   We've got to hold him accountable this November.
8/20/2020,Kamala Harris will be an incredible Vice President.  Now let's get to work. We don't have a minute to waste.
8/20/2020,"Hillary: tonight, I'm reminded of one of your favorite sayings - rooted in the faith we both share: Do all the good you can, for all the people you can, in all the ways you can, for as long as you can.  Thanks for always living by that, and reminding us to do th"
8/20/2020,"Let's make history tonight, @KamalaHarris."
8/19/2020,The brave citizens of Belarus are showing their voices will not be silenced by terror or torture. The U.S. should support Sviatlana Tsikhanouskaya's call for fair elections. Russia must be told not to interfere-this is not about geopolitics but the right to choose one's leaders.
8/19/2020,"Jill loves fiercely, cares deeply, and nothing stops her when she sets her mind to making something right. For all of you across the country, just think of your favorite educator who gave you the confidence to believe in yourself. That's the kind of First Lady Jill will be."
8/19/2020,It is the honor of my life to accept the Democratic Party's nomination for President of the United States of America. #DemConvention
8/18/2020,Be a patriot. Protect your fellow citizens. Wear a mask.
8/18/2020,"Our nation was founded on a simple idea: All men-and women-are created equal.  We've never fully lived up to it, but we won't stop trying.  As we mark the 100th anniversary of the 19th Amendment, let's make sure we don't wait another 100 yea"
8/18/2020,"Thank you @Gwen4Congress and the people of Milwaukee for hosting this year's Democratic National Convention. I wish we could be there to celebrate in person, but I look forward to virtually coming together with folks across the country to make history. #DemConvention"
8/17/2020,Just imagine where we would be right now if we had a president who listened to the scientists.
8/17/2020,The hard truth is that our economy wasn't working for folks long before this crisis. It's why we can't just go back to the way things were - we have to build back better.   We've got to create an economy that works for everyone - not just the wealthy and well-connected.
8/17/2020,"As Attorney General of the largest state in the country, @KamalaHarris took on the big banks over mortgage fraud, and Big Oil when they wanted to pollute without consequences.  She's the kind of fighter I need alongside me in the White House."
8/16/2020,"Here's my promise to you: If I'm elected president, I will always choose to unite rather than divide.   I'll take responsibility instead of blaming others.   I'll never forget that the job isn't about me - it's about you."
8/16/2020,".@KamalaHarris is smart, tough, and experienced. She knows how to govern and make the hard calls.  She's ready to hit the ground running on day one."
8/16/2020,We need nationwide mask mandates.
8/16/2020,"Mr. President, Jill and I are sad to learn of your younger brother Robert's passing. I know the tremendous pain of losing a loved one - and I know how important family is in moments like these. I hope you know that our prayers are with you all."
8/15/2020,I know a thing or two about being Vice President - and I know @KamalaHarris is the best partner I could have for the fight ahead.
8/14/2020,"I know just how important Social Security is for countless Americans. That's why as president, I'll protect and strengthen it - not defund it."
8/14/2020,"People are losing their homes. Millions have already lost their paychecks. Our country is in crisis.  The virus isn't taking a break - Republicans shouldn't either. The House did their job. President Trump, bring the Senate back and pass a relief bill. Now."
8/14/2020,"Voting by mail is safe and secure. And don't take my word for it: Take it from the President, who just requested his mail-in ballot for the Florida primary on Tuesday."
8/14/2020,"Today marks 85 years since the Social Security Act was signed into law, providing protection for the most vulnerable. Now we're living in a moment where we must strengthen our commitment to Social Security - not defund it."
8/13/2020,"I first met @KamalaHarris through my son Beau. They grew close while fighting to take on the big banks - and he had enormous respect for her and her work.  There is no one's opinion I valued more than Beau's, and I'm proud to have Kamala standing with me on this ca"
8/13/2020,We are in a battle for the soul of this nation. And if we're going to get through these crises - we need to come together and unite for a better America.  @KamalaHarris gets that - and I believe there's no better person to help me get the job done.
8/12/2020,"Three years ago today, white supremacists descended on Charlottesville with torches in hand and hate in their hearts. Our president said they were ""very fine people.""   It was clear then, and it\'s clear now: We are in a battle for the soul of our nation, and we must win."
8/12/2020,One of the reasons I chose @KamalaHarris is because we both believe you can define America in one simple word - possibilities.
8/12/2020,"If you're worried about whether you'll have a job, worried about the poisons in the air you breathe and water you drink, worried about your civil rights or even your basic dignity being under attack-@KamalaHarris has had your back. Now, we have to have hers."
8/12/2020,Working families need someone on their side...because they certainly don't have anyone on their side with this president.   That's going to change in the Biden-Harris administration.
8/12/2020,"This morning, little girls woke up across this nation - especially Black and Brown girls who so often may feel overlooked and undervalued in our society - potentially seeing themselves in a new way: As the stuff of Presidents and Vice Presidents."
8/12/2020,"We've all watched @KamalaHarris in the Senate go toe-to-toe with Trump officials trying to hide the truth, asking the tough questions that need to be asked - and not stopping until she gets an answer. She's ready to do this job."
8/12/2020,Whether it's taking on the big banks or pushing for marriage equality-Kamala never shies away from fighting tooth and nail for what's right. It's why I chose her to be my running mate.  She'll wake up every day thinking about how to make life better for the people of our country.
8/12/2020,"As the daughter of Jamaican and Indian immigrants, @KamalaHarris grew up believing in the promise of America because she saw it firsthand.  Together, Kamala and I are going to fight every single day in the White House to make sure that promise is fulfilled for all Americans."
8/12/2020,"If @KamalaHarris and I are elected, we're going to inherit multiple crises, a nation divided, and a world in disarray. We won't have a minute to waste.   That's exactly why I picked her: She's ready to lead on day one."
8/12/2020,"Right now, America faces:    - The worst pandemic in 100 years - The worst economic crisis since the Great Depression - The most powerful calls for racial justice in a generation   I need someone alongside me who's smart, tough, and ready to lead. @KamalaHarris is that person."
8/11/2020,"I have the great honor to announce that I've picked @KamalaHarris - a fearless fighter for the little guy, and one of the country's finest public servants - as my running mate."
8/11/2020,"I promise you if I'm elected, I won't waste any time getting this virus under control.  I'll call Dr. Fauci and ask him to stay on. I'll bring together top experts and leaders from both parties to chart a path forward.  We'll get it done, together."
8/11/2020,Social Security is the bedrock of American retirement - giving countless Americans peace of mind and the ability to retire with dignity. I've been fighting to protect and expand the program throughout my career - and I'll continue that fight as president.
8/10/2020,"Donald Trump said that if he's re-elected, he'll defund Social Security.  We can't let that happen."
8/10/2020,"To the millions of Americans struggling to get by right now - those who can't find a job or pay the bills: I want you to know that I see you, and I won't forget you - and I'm going to fight every day in the White House to build an economy that works for you."
8/9/2020,Every single eligible American should have the opportunity to vote-by-mail this November. If it's good enough for Donald Trump - then it's good enough for you and me.
8/9/2020,We can't let Donald Trump destroy the U.S. Postal Service.
8/9/2020,It's been six years since Michael Brown's life was taken in Ferguson - reigniting a movement. We must continue the work of tackling systemic racism and reforming policing.
8/9/2020,Our planet can't take four more years of Donald Trump. We have to get him out of the White House so we can start treating the climate crisis like the urgent threat it is.
8/9/2020,"The United States just passed 5 million reported infections of COVID-19. It's a number that boggles the mind and breaks the heart. Each time the number goes up, it represents a life altered, a family stricken with anxiety, a community on edge. It shouldn't have gotten this bad."
8/8/2020,"It's an important choice, and I want you to be one of the first to know who I've picked as my running mate - text FIRST to 30330 to get notified when I've made my decision."
8/8/2020,"Between the coronavirus and the economic crisis, this is a tough time for our country, I know. But I firmly believe that our best days still lie ahead. Together, we will climb out of these crises and emerge stronger than before."
8/8/2020,"Our nation is desperate for leadership - leadership that can unite us and steer us through these crises. But at the most critical moment of his presidency, Donald Trump has nothing to offer."
8/8/2020,"No President can promise to prevent future outbreaks. But I'll promise you this: when I'm President we will prepare better, respond better, and recover better."
8/8/2020,"I can't believe I have to say this, but we can't let Donald Trump open up the Grand Canyon for uranium mining."
8/7/2020,"I believe every American deserves a fair shot at success - not just the Mar-a-Lago crowd. That's why as president, I'll reverse Donald Trump's giant tax giveaways to the super-wealthy and big corporations, and build an economy that works for everyone."
8/7/2020,President Trump called Arizona a model for applying a science-based approach to the decreasing cases and hospitalizations without implementing a punishing lockdown. He said Governor Ducey's approach should be used by other states-but here's what\xe2\x80\
8/7/2020,"Earlier today, I made some comments about diversity in the African American and Latino communities that I want to clarify. In no way did I mean to suggest the African American community is a monolith-not by identity, not on issues, not at all."
8/7/2020,"I believe that the right to vote is the most fundamental American right there is. To protect it, we've got to:  - Pass the John R. Lewis Voting Rights Act - Enact automatic and same-day voter registration - Stand up to Republican voter suppression efforts"
8/6/2020,Let me be clear: Voting is a right - not a privilege. Anyone who tells you otherwise can't be trusted to hold the highest office in this land.
8/6/2020,"55 years ago today, the Voting Rights Act was signed into law - bringing us one step closer to that more perfect union. As we mark its anniversary, we've got to continue our fight to restore the VRA and protect the sacred right to vote."
8/5/2020,"Folks, a lot of you have been asking when I'm announcing my running mate, and I promise I'll let you know soon. But here's what I can tell you right now: I'm going to tell my supporters first - so text FIRST to 30330 to be the first to know."
8/5/2020,"Eight years ago, a white supremacist targeted a Sikh temple in Oak Creek, WI - ultimately taking seven lives in an unspeakable act of terror. To truly honor those we lost, it's up to all of us to stand up to bigotry in our lives, give hate no safe harbor, and reduce gun violence."
8/5/2020,"From day one, Donald Trump downplayed the threat COVID-19 posed, ignored scientists, and refused to take action.   Now, nearly 5 million cases and more than 150,000 deaths later, it's crystal clear we're paying the price for his failed leadership."
8/4/2020,"Our hearts and prayers are with the people of Lebanon, and the victims of the horrific explosion in Beirut. I urge both the Trump Administration and international community to immediately mobilize assistance to the thousands injured in the blast."
8/4/2020,"One year ago, just hours after the massacre in El Paso, nine precious lives were cut short in Dayton. In the wake of the tragedies, Donald Trump promised the most modest of gun safety policies, then caved to the @NRA and failed to deliver."
8/4/2020,"On July 1st, Donald Trump predicted the coronavirus was going to ""just disappear.""  He was wrong - and more than 25,000 Americans died due to the virus last month.  Mr. President, step up and do your job before even more American families feel the pain of losing a loved one."
8/3/2020,Every American should be able to safely make their voice heard this November. We need to:  - Expand vote-by-mail and early voting - Implement online voter registration - Make it safe and easy to vote in-person
8/3/2020,Jill and I mourn the loss of the nine service members who perished in a training accident off the coast of California. These brave young men made the ultimate sacrifice in service to their fellow Americans. Our deepest condolences go out to their families.
8/3/2020,"This is a moment to summon the purpose we felt one year ago after El Paso. A moment to recommit to the battle for the soul of this nation. A battle against white supremacy, hatred, and gun violence.  It won't be easy - but it's a battle we must win."
8/2/2020,It's not enough to just go back to the way things were before these crises - we need to build back better than ever. We have to create a new American economy where everyone gets a fair return for their work and an equal chance to get ahead.
8/2/2020,"Now more than ever, we need a president who believes in science."
8/1/2020,"Enhanced unemployment benefits expired for millions overnight.  We don't have an effective nationwide testing program or a plan to control the virus.  Our health care workers still don't have enough PPE.  Enough with the weekend golf trips, Mr. President. Do your job."
8/1/2020,"If we give Donald Trump four more years in the White House, he will forever alter the character of this nation.  We can't let that happen."
7/31/2020,We're facing some of the biggest challenges in our history - and it's abundantly clear Donald Trump just isn't up for the job.  We need real leadership - and we need it now.
7/31/2020,"It's been over six months since the first confirmed case of COVID-19 in the United States, and President Trump still doesn't have an effective plan to contain its spread. It's an unjustifiable failure of leadership that costs lives every day."
7/31/2020,.@DrBiden and I wish all our Muslim friends and neighbors a blessed #EidAlAdha. May your sacrifices on this day be accepted and strengthen you during these challenging times. Eid Mubarak!
7/30/2020,You won't have to worry about my tweets when I'm president.
7/30/2020,It's time Senate Republicans back their effusive praise of John Lewis with action. Pass the John R. Lewis Voting Rights Act.
7/29/2020,"We need an effective, coordinated nationwide testing and tracing program. We need more PPE for health care workers. We need a comprehensive plan to get this virus under control.  We need this president to do his job."
7/29/2020,I have no illusions about how tough the road ahead is. But I'm optimistic for one reason above all others: I know the history and the heart of this country.  There is nothing we're unable to achieve when we do it together.
7/29/2020,Donald Trump voted by mail. You should be able to as well.
7/28/2020,"My housing plan will give a $15,000 tax credit to first-time home-buyers, expand affordable housing, and reverse President Trump's efforts to gut fair housing enforcement.  We're going to remove the barriers to homeownership that hold back too many Americans of color."
7/28/2020,"To support more Black and Brown small businesses, my administration will launch a new Small Business Opportunity Initiative. We're going to make sure that those with the best ideas are not denied the venture capital or financing they need because of their race or zip code."
7/28/2020,"This election is not just about voting against Donald Trump. It's about rising to this moment of crisis, understanding people's struggle, and building a future worthy of their courage and ambition to overcome."
7/28/2020,"A change of tone over a few days does not change the facts of the last four years.  Donald Trump fails the basic threshold test of being president: the duty to care about the entire country, not just his re-election prospects."
7/28/2020,"The Senate and this President should pass the bill to restore the Voting Rights Act - renamed yesterday in memory of John Lewis.  If they don't, it will be one of the first things I do as president."
7/28/2020,"Tonight, Jill and I are thinking about the 150,000 families left emptier by this virus.  To anyone who's struggling, sick, or wondering how they'll get through the day: know that I will not abandon you.   We'll fight through this crisis together, and emerge stronger than ev"
7/26/2020,100 days.
7/26/2020,"As Hurricane Hanna makes landfall, Jill and I are sending our prayers to the people of South Texas. We must ensure that affected residents get the support they need - and get it quickly. If you are in an impacted region, please heed the advice of local officials and seek shelter."
7/25/2020,No one should have to work more than one job to make ends meet. We have to raise the minimum wage to $15 an hour and build an inclusive middle class that brings everyone along.
7/25/2020,There is no quit in America - and you deserve a president who won't quit on you.
7/25/2020,"President Trump ordered his administration to slow down coronavirus testing, he tried to block CDC funding, and he has ignored the experts from day one. His actions defy both logic and humanity.   What kind of president actively undercuts efforts that will save lives?"
7/25/2020,"I know times are tough, but I want you to know you're not alone. We're all in this fight together. And together, we'll emerge stronger than before."
7/24/2020,This is the United States of America. We don't settle - we aspire.  Let's get to work.
7/23/2020,We need a president who listens to someone other than himself.
7/23/2020,"COVID-19 infections are going up.  The number of deaths is going up.   This morning it was announced that, once again, the number of unemployment claims is going up.   Donald Trump is moving us backwards. The American people are paying the price."
7/22/2020,"Today, the House passed the #NoBanAct because no one should be discriminated against or singled out based on the faith they practice. I will end President Trump's Muslim Ban on day one and sign this bill into law."
7/22/2020,"10 years ago the Obama-Biden Administration signed Wall Street reform to prevent the abuse that led to the Great Recession. Donald Trump and the Republicans have tried to tear it down ever since. As president, I'll protect it so we can rebuild an economy that works for everyone."
7/22/2020,"For your family, for your neighbors, for your country - wear a mask."
7/21/2020,"Home health workers do God's work, but aren't paid much. They have few benefits, and 40% are still on SNAP or Medicaid. It's unacceptable.  I'll give caregivers and early childhood educators a much-needed raise."
7/21/2020,"We need to make high-quality child care affordable and accessible. As president, I'll give every 3- and 4-year-old access to free, high-quality preschool. And low- to middle-income families won't spend more than 7% of their income on quality care for children under age 5."
7/21/2020,"Donald Trump simply doesn't understand: We can't deal with our economic crisis without solving the public health crisis.   And for all his bluster about his expertise on the economy, he is unable to explain how he will actually help the working families hit the hardest."
7/21/2020,"In honor of John Lewis, C.T. Vivian, and all the essential workers who have selflessly risked their lives, the Senate should pass a bill that ensures working people get real relief - extended unemployment insurance, rental support, and guaranteed sick leave. #StrikeForBlackLives"
7/20/2020,Every day it becomes clearer: We are in a battle for the soul of this nation. Who we are. What we believe. Who we want to be. It's all at stake.  We have to vote Donald Trump out this November.
7/20/2020,"Imagine the future we can create with Donald Trump out of the White House. A future where we:  - Tackle the climate crisis - Build a new American economy - End our gun violence epidemic - Ensure our government works for all, not just the wealthy few"
7/20/2020,"In this moment of crisis, we have the chance to build a new American economy. One where everyone gets a fair return for their work and an equal chance to get ahead.  Together, we'll get it done."
7/19/2020,"Now more than ever, we need a president who will choose hope over fear."
7/18/2020,"We are made in the image of God, and then there is John Lewis. He was truly one-of-a-kind, a moral compass who always knew where to point us and which direction to march. To John's family, friends, staff, and constituents, Jill and I send you our love and prayers."
7/17/2020,"Eleven. That\'s how many times we\'ve broken the single-day record for new COVID-19 cases in the last month.  This virus isn\'t going to ""just disappear"" like President Trump wants. It\'s surging - and we need real leadership from this White House to slow its spread."
7/17/2020,I've released 21 years of my tax returns - why hasn't Donald Trump?  We deserve to know what this president is hiding.
7/17/2020,We have the power to write the future we want for our country. Don't let anyone tell you differently.
7/17/2020,President Obama and I left a playbook for President Trump on how to fight pandemics. He flat-out ignored it. And we're all paying the price every day.
7/16/2020,"We are months into this crisis, and our health care workers are still being forced to reuse masks. It's unacceptable.  Mr. President, fix the PPE shortages before you tee off for yet another round of golf."
7/15/2020,"President Trump needs to do everything in his power to surge nationwide testing - including developing and evaluating more accurate, affordable, accessible, faster tests so we can reopen safely.  Infection rates are rising at an alarming pace. Mr. President, act now."
7/15/2020,"Mr. President, Open everything now, isn't a strategy for success. It's barely a slogan.   It's long past time for you to step up and do your job."
7/14/2020,"Climate change is the challenge that's going to define our American future. And if I have the honor of being elected President, we won't tinker around the edges, we'll seize this opportunity and meet this moment in history."
7/14/2020,Every few weeks when he needs a distraction from the latest charge of corruption in his staff - or the conviction of high ranking members of his administration - Donald Trump announces it's Infrastructure Week.  He's never delivered. I know how to get 
7/14/2020,We shouldn't have to beg this president to listen to the experts.
7/13/2020,Donald Trump needs to spend less time playing golf and more time listening to experts like Dr. Fauci.
7/13/2020,"The stakes couldn't be higher this November. Time and time again, Donald Trump has failed the people of Puerto Rico.  As President, I'll spur economic development on the island and expand access to health care."
7/12/2020,"We need a president who will always choose to unite rather than divide, because there's nothing we can't accomplish when we do it together."
7/11/2020,"The United States has over 3 million cases of COVID-19, and over 130,000 people have died - yet Donald Trump continues to say it will just ""fade away."" It's unbelievable.  We\'re paying the price for this president\'s incompetence every single day."
7/11/2020,"I see a different America than President Trump. One that, despite all our flaws and shortcomings and failings, is still after more than two centuries dedicated to equality, liberty, human dignity, and justice.  I know we can reach our highest ideals - together."
7/10/2020,"Determination. Resilience. Grit. The strength to get up no matter how many times you've been knocked down. Respect for hard work, and for the people who do it.   Those are the values I learned growing up in Scranton - and they're the values I'll take to the Oval Office."
7/10/2020,"Through every trial and tribulation, we've always emerged stronger - and we will again."
7/10/2020,The American people deserve to know what Donald Trump is hiding in his tax returns.
7/9/2020,We can't just build back to the way things were before these crises - we have to build back better.
7/9/2020,"I do not buy for one second that the vitality of American manufacturing is a thing of the past.   American manufacturing was the Arsenal of Democracy in World War II, and must be part of the engine of American prosperity now."
7/9/2020,Four years of Betsy DeVos is more than enough. We need a Secretary of Education who is actually a public school educator.
7/8/2020,Trump launched his 2016 campaign by calling Mexicans rapists.  He's spread racism against our Latino community ever since.  We need to work in partnership with Mexico.  We need to restore dignity and humanity to our immigration system.  That's what I'll do as President.
7/7/2020,Donald Trump needs to do his job.
7/7/2020,"There's enormous opportunity once we defeat Donald Trump. We are going to build our health care system, our economy, and our country back better than they've ever been before."
7/6/2020,"With COVID-19 surging across the nation, Donald Trump should be doing everything in his power to increase access to testing. Instead, he's doing the opposite. It's despicable."
7/6/2020,"We're going to beat Donald Trump. And when we do, we won't just rebuild this nation - we'll transform it."
