Date,Tweet
7/5/2020,"On this Venezuelan Independence Day, my thoughts are with Venezuelans who continue to work tirelessly for the cause of democracy. It's time for free and fair elections so that the Venezuelan people can turn the page on the corrupt and repressive Maduro regime."
7/5/2020,"COVID-19 is surging across the nation, and this president is doubling down on his efforts to rip health insurance and protections away from millions. It's heartless and cruel and must be stopped."
7/5/2020,Donald Trump wants to declare this health crisis over and unemployment solved so that he can get back to his campaign rallies. But he's wrong - on both fronts.  We need a president who will actually do the work needed to get us through these crises.
7/5/2020,"Make no mistake, our best days still lie ahead. If we come together as one America, there's not a single thing we cannot do."
7/4/2020,"America was founded on the promise of equality, liberty, and justice for all - and it's long past time we lived up to it."
7/4/2020,American history isn't a fairytale. The battle for the soul of this nation has been a constant push-and-pull for more than 240 years. But it's a battle we can and will win - together.
7/4/2020,"This Fourth of July, one of the most patriotic things you can do is wear a mask."
7/3/2020,"Now more than ever, we need a president who will choose science over fiction."
7/3/2020,"We are five months into this crisis, and our health care workers still don't have the masks and protective equipment they need. It's a national disgrace.  Mr. President, use your authority and fix the shortage of PPE before you tee off for yet another round of golf."
7/3/2020,"Donald Trump has called himself a ""cheerleader"" for the nation. But we don\'t need a cheerleader - we need a President. One who will:  - Lead by example - Take responsibility - Tell the unvarnished truth - Listen to the experts and follow the science"
7/1/2020,I'll read my daily briefings.
7/1/2020,"We need a clear message from the very top of our federal government that everyone needs to wear a mask in public. Period.  It's not just about you - it's about your family, your neighbors, your colleagues. It's about keeping other people safe."
7/1/2020,"As #ImmigrantHeritageMonth comes to a close, I want to make one thing clear: Immigrants have always made our nation stronger - our diversity is, and has always been, our greatest strength.  Donald Trump doesn't get that - we need a president who does."
6/30/2020,"On the final day of #PrideMonth, here's my promise to you: If I have the honor of being elected, I will be the most pro-equality president in our nation's history. LGBTQ+ rights are human rights - and we can't rest until everyone is treated with dignity and respect under the la"
6/30/2020,"If I'm elected, I'll immediately reach out to Dr. Fauci and ask him to continue his incredible service to our country.   I'll have the nation's top medical experts and scientists ready to advise our response on day one - and I'll actually listen to them."
6/30/2020,"Mr. President, the American people didn't make enormous sacrifices over the past four months so you could waste your time with late night rants and tweets.  Step up. Take responsibility. Do your job."
6/30/2020,"I want every single American to know: if you're sick, if you're struggling, if you're worried about how you're going to get through the day - I will not abandon you. I will not leave you to face these challenges alone.  We are going to get through this \"
6/30/2020,"As simple as it sounds, we need a president who listens. So much of this could have been prevented if Donald Trump listened to someone other than himself."
6/29/2020,"It's time we remember who we are as Americans: we treat each other with dignity and respect, we leave nobody behind, and we give hate no safe harbor.  We are everything that Donald Trump is not."
6/29/2020,White supremacy should be rooted out and relegated to the pages of history - not promoted by the President of the United States.
6/28/2020,Today the President shared a video of people shouting white power and said they were great. Just like he did after Charlottesville.   We're in a battle for the soul of the nation - and the President has picked a side. But make no mistake: 
6/27/2020,"Every day that Donald Trump sits in the Oval Office, he proves just how unfit he is to lead our nation."
6/27/2020,"I know these times are dark, but I firmly believe that our best days still lie ahead. If we come together as one America, there's nothing that we can't accomplish."
6/26/2020,"Last week, President Trump claimed the virus would ""fade away.""  Now, we\'re facing a record-high number of new cases, and it\'s surging across the country.  Trump refuses to listen to the experts and take action - and we\'re all paying the price."
6/25/2020,Donald Trump is the worst possible person to lead us through a global pandemic.
6/25/2020,Health care is a right for all - not a privilege for the few.
6/24/2020,"Workers called back on the job deserve access to regular, reliable COVID-19 testing."
6/24/2020,"We need a president who will expand access to quality, affordable health care - not rip it away."
6/23/2020,"The American people are tough, resilient, and always full of hope. There's not a single thing we can't do if we do it together."
6/23/2020,"It's worth repeating that this weekend, President Trump admitted he directed his administration to slow down coronavirus testing in the middle of a global pandemic.  He continues to prove just how unfit he is to lead our nation."
6/22/2020,"We can overcome four years of Donald Trump. But if we give him eight years in the White House, he will forever alter the character of our nation.  We can't stand by and let that happen."
6/21/2020,Speed up the testing.
6/20/2020,Donald Trump is so eager to get back to his campaign rallies that he's willing to put people at risk and violate CDC guidelines - as long as they sign a waiver promising not to hold his campaign liable.  Unbelievable.
6/20/2020,"We're months into this pandemic and still don't have proper testing, PPE, or clear nationwide guidance. Instead, Donald Trump:  - Pushes dangerous, disproven drugs - Stands in the way of the CDC - Refuses to wear a mask  He is failing even the most basic test of leadership."
6/20/2020,I know it can be hard to keep faith that we will ever achieve that more perfect union we strive to be. But ours is a union worth fighting for - and we are all called to the cause.  None of us can turn away. None of us can stay silent.
6/19/2020,Donald Trump's failure to fight the coronavirus with the same energy and focus that he uses to troll his enemies on Twitter has cost us lives - and is putting hope for an economic recovery at risk.
6/19/2020,"#Juneteenth reminds us of how vulnerable our nation is to being poisoned by systems and acts of inhumanity-but it's also a reminder of our ability to change. Together, we can lay the roots of real and lasting justice, and become the extraordinary nation that was promised to all."
6/19/2020,The decisions of the last few days should remind us all of the immense power of the Supreme Court - and the generational impact its justices can have.  We have the power to shape the Court's future this November - and we can't forget that.
6/18/2020,Dreamers are Americans. Period.
6/18/2020,"Here's my promise to you: On day one, I'll send a bill to Congress that creates a clear roadmap to citizenship for Dreamers and 11 million undocumented people who are already strengthening our nation. It's long overdue."
6/18/2020,"Donald Trump wants to style himself a wartime president against an invisible enemy - but he has surrendered the fight.  Instead of leading the charge to defeat this virus, he has waved the white flag and retreated."
6/17/2020,"If John Bolton's accounts are true, it's not only morally repugnant, it's a violation of Donald Trump's sacred duty to the American people to protect America's interests and defend our values."
6/17/2020,"The truth of our nation is that too often the color of your skin alone can endanger your life and, for far too long, systemic racism has oppressed communities of color in the United States.  It has to change."
6/17/2020,We need a president who chooses unity over division.
6/16/2020,"We have the power to write the future we want for this country. One where health care is a right, we lead the world in the fight against climate change, we end our gun violence epidemic, and our government works for all - not just the powerful.  Let's do it together."
6/16/2020,"We can't forget that in the middle of a global pandemic, the Trump Administration is trying to gut Obamacare and rip health insurance away from millions. It's morally reprehensible."
6/16/2020,"This virus won't just go away because you want it to, Mr. President. It's time for you to step up and do your job."
6/16/2020,LGBTQ+ rights are human rights. Period.
6/14/2020,"In every corner of the country, people are raising their voices and demanding justice. It gives me so much hope.  Together, we're going to transform this nation and ensure justice finally rings out for all."
6/14/2020,We need a president who heals - not one who fans the flames of hate.   We need a president who unites - not one who sows further discord for political gain.   We need a president who leads the way with a steady hand - not one who incites violence with his erratic tweets.
6/14/2020,"We're facing some of the greatest challenges in our nation's history - and it's clear Donald Trump isn't up for the job.  We need real leadership, right now."
6/14/2020,We need a president who will fight to further LGBTQ+ equality - not roll back the hard-won progress we've already made.
6/13/2020,"Our nation is at an inflection point. We can't go back to the way things were before - we have to take a bold step forward and usher in a new era of equality and opportunity.  We can do it, together."
6/13/2020,We need a national ban on chokeholds. Now.
6/13/2020,"I've said from the outset of this election that we are in a battle for the soul of this nation. That is truer today than ever. If we give Donald Trump eight years in the White House, he will fundamentally alter the character of this nation.   We can't let that happen."
6/12/2020,"Medgar Evers once said, ""freedom has never been free."" On this day in 1963, he paid the ultimate price in pursuit of freedom for his brothers and sisters. He was gunned down fighting to end racial injustice. We must honor him by carrying forward that cause in our own lives today."
6/12/2020,"We need real policing reform, and we need it now. Congress should immediately:  - Outlaw chokeholds - Improve oversight and accountability - Create a model use of force standard - Stop the transfer of weapons of war to local police forces"
6/12/2020,"Donald Trump forgot about COVID-19, but COVID-19 didn't forget about us.   The President couldn't wish away the virus in April, he couldn't tweet it away in May, and he can't ignore it away in June."
6/12/2020,We need a president who chooses hope over fear.
6/11/2020,"Folks, we saw in 2016 what can happen when social media platforms are left unchecked and allow disinformation to run rampant. It puts the very integrity of our elections at risk.   We simply cannot let it happen again in 2020."
6/11/2020,It's in our darkest moments that we've produced some of our greatest progress - and we have that opportunity once again. Let's make this a moment of action to address systemic racism and propel our nation into an era of true equality and opportunity.
6/10/2020,Nothing about the fights we're facing will be easy. Racism has been a fixture in our society for hundreds of years.    But I'm ready to get to work on day one. We can't accept anything less from an American president.
6/10/2020,"America was founded on the promise of equality, liberty, and justice for all. We've never fully lived up to that promise - and we can't rest until we finally do."
6/10/2020,"Because of Donald Trump's negligence and incompetence:   - More than 110,000 people have died - We have nearly 2 million cases of COVID-19 - Over 20 million Americans are out of work   And yet he's patting himself on the back. Unbelievable."
6/9/2020,Let me be clear: We can't leave this moment and once again turn away and do nothing.   We need justice. We need action. We need reform.
6/9/2020,My Dad used to say there's no greater sin than the abuse of power.  Whether it's an officer bloodying a peaceful protester or a President defending him with a conspiracy theory he saw on TV.  I'm a Catholic - just like Martin. Our faith says that we can't accept either.
6/8/2020,"We're facing some of the greatest challenges in our history, and Donald Trump is patting himself on the back. He just has no idea what's really going on in this country.   It's time for him to step out of his bunker and look around at the consequences of his words and actions."
6/8/2020,American history isn't a fairytale with a guaranteed happy ending. But we have the power to write the future we want for this nation.  Don't let anyone tell you differently.
6/8/2020,Donald Trump is the worst possible person to lead us through this moment.
6/7/2020,"The words of a president matter. And time and time again, Donald Trump has callously used his to incite violence, stoke the flames of hatred and division, and drive us further apart.   We cannot give him another four years in the White House."
6/7/2020,We need to stand up as a nation - with the Black community and with all minority communities - and come together as one America. Because the pain is too immense for one community to bear alone.   It is the duty of every American to grapple with it - and grapple with it now.
6/6/2020,I promised George Floyd's family that he wouldn't just become another hashtag - and I intend to keep that promise.   We need justice. And we need real police reform to ensure this never occurs again.
6/6/2020,"Today, we honor those who answered duty's call on June 6, 1944, on the beachheads of Normandy. We must be a living memorial to their bravery and sacrifice-and recognize always that our strength is rooted in our fervid and unfailing defense of democratic rights and freedoms. #DDay"
6/6/2020,150 days.
6/5/2020,"This #GunViolenceAwarenessDay, I am reflecting on the life of Hadiya Pendleton, whose murder inspired the #WearOrange movement.  The hard truth is that Black Americans are ten times more likely to die by gun homicide. It has to stop."
6/5/2020,Let's be clear about something: The depth of this job crisis is not attributable to an act of God - but to the failure of a President.
6/5/2020,It is long past time we made the promise of this nation real for all of our people.
6/5/2020,"We are a nation in pain, but we must not allow this pain to destroy us.   We are a nation enraged, but we cannot allow our rage to consume us.   We are a nation exhausted, but we will not allow our exhaustion to defeat us."
6/5/2020,We can't take four more years of this.
6/4/2020,"It's hard to believe this has to be said, but unlike this president, I'll do my job and take responsibility. I won't blame others. And I'll never forget that the job isn't about me - it's about you."
6/4/2020,"We are at our best when we open our hearts, not when we clench our fists."
6/4/2020,The nation is crying out for leadership - but this president has nothing to offer.
6/3/2020,"If we stand together, we will rise stronger than before. A more equal, more just, more hopeful nation - closer to that more perfect union we must always strive to be."
6/3/2020,"I ask all of America - not to deny our pain or cover it over - but to use it to compel our nation across this turbulent threshold into the next phase of progress, inclusion, and opportunity for our great democracy."
6/3/2020,"If the Senate has time to confirm Donald Trump's unqualified judicial nominees, it has time to pass legislation that will give true meaning to our Constitution's promise of equal protection under the law.  No more excuses. No more delays."
6/3/2020,"When 100,000 Americans died because of his incompetent leadership, this president golfed.  When Americans peacefully protested outside the White House, this president tear-gassed them for a photo-op.  Donald Trump was elected to serve us all - but he only looks out for himself."
6/2/2020,I've said from the outset of this election that we are in a battle for the soul of this nation.  Who we are. What we believe. And maybe most important-who we want to be. It's all at stake.   That is truer today than ever. And it's in this urgency we can find the 
6/2/2020,"The President held up a bible at St. John's church yesterday. If he opened it instead of brandishing it, he could have learned something:   That we are all called to love one another as we love ourselves.   That's hard work. But it's the work of America."
6/2/2020,"A country is crying out for leadership. Leadership that can unite us, leadership that brings us together, leadership that can recognize the pain and deep grief of communities that have had a knee on their neck for a long time."
6/1/2020,"In this moment, the very soul of America is at stake.   We must commit, as a nation, to pursue justice with every ounce of our being.   We have to finally make real the American promise: That all men and women are not only equal at creation, but throughout their lives."
5/30/2020,"If we are complacent, if we are silent, we are complicit in perpetuating these cycles of violence.  None of us can turn away. We all have an obligation to speak out."
5/30/2020,This is no time for incendiary tweets. This is no time to encourage violence.  This is a national crisis - and we need real leadership right now.
5/29/2020,"It's time for us to take a hard look at uncomfortable truths.  It's time for us to face the deep, open wound we have in this nation.  We need justice for George Floyd."
5/29/2020,Enough.
5/28/2020,"100,000+ lives lost across the country. 1,700,000+ confirmed U.S. cases. 40,000,000+ unemployment claims filed.  Donald Trump has failed our nation."
5/28/2020,The hard truth is that this crisis didn't have to be this bad.
5/27/2020,"We're in the middle of a global pandemic - and not only is Donald Trump preventing people from getting the health insurance they need, but he's also actively trying to terminate the insurance millions already have.  It's morally reprehensible."
5/27/2020,"Last year California passed #AB5, affording gig workers protections and benefits like a minimum wage and overtime pay.  Now, gig economy giants are trying to gut the law and exempt their workers. It's unacceptable.  I urge Californians to vote no on the initiative this November."
5/27/2020,Wear a mask.
5/27/2020,"Donald Trump's wealthy donors got tens of millions of dollars in relief, while countless small businesses were turned away. It's no wonder he didn't want any oversight.  We need a government that works for all - not just the super-wealthy."
5/26/2020,1 in 4 U.S. workers has filed for unemployment benefits in the last 10 weeks. It's a crisis unlike anything we've seen in our lifetime - and the Trump Administration is failing to do enough to help.
5/26/2020,So much of this could have been prevented if we had a president who listened to someone other than himself.
5/26/2020,There's not a single thing the American people can't do if we do it together.
5/25/2020,"We have always been able to take crises and turn them into opportunities - and we have the chance to do that once again. If we match our ambitions to the scale of the challenges we face, we can and will transform our country for generations to come."
5/24/2020,The presidency is about a lot more than tweeting from your golf cart. It requires taking on the ultimate responsibility for the biggest decisions in the world. Donald Trump simply wasn't prepared for that. I promise you I will be.
5/24/2020,Climate change poses an existential threat to our future - and time is running out to address it. We have to get Donald Trump out of the White House and tackle the challenge head-on.
5/24/2020,Make no mistake: I believe our best days still lie ahead. We can and will transform this nation - together.
5/24/2020,"As Ramadan draws to an end, @DrBiden and I want to wish a safe and warm celebration to our Muslim friends and neighbors. Even though we can't be all together to celebrate, we hope it is filled with joy, family, and success for the year to come. #EidMubarak"
5/23/2020,We can protect the sacred right to vote and protect public health at the same time.
5/23/2020,"The hard truth is Donald Trump ignored the warnings of health experts and intelligence agencies, downplayed the threat COVID-19 posed, and failed to take the action needed to combat the outbreak.  It's one of the greatest failures of presidential leadership in our history."
5/22/2020,"In the middle of this crisis, President Trump is trying to cut food assistance. It's morally bankrupt.  We should do everything in our power to ensure no one goes hungry in America."
5/21/2020,"When I launched my campaign, I said we were in a battle for the soul of the nation - we're seeing that soul on full display. Folks are reaching out to help one another and doing truly heroic things. It makes me so proud."
5/20/2020,Donald Trump needs to do his job and implement a national testing strategy.
5/20/2020,"Now more than ever, we need a president who will choose to unite rather than divide."
5/20/2020,"When we emerge from this crisis, we can't just go back to the way things were before. We need to take this country to a place we've never been. Where we finally live up to our highest ideals and everyone gets a full share of the American dream."
5/20/2020,The United States of America has always emerged stronger from every trial and tribulation - and we will again. We will overcome this.
5/20/2020,"During today's Senate Banking Committee hearing, Secretary @StevenMnuchin1 refused to require corporations benefiting from $500 billion in CARES Act funds to keep workers on their payrolls. @EWarren asked him several times, each time he ducked and refused."
5/19/2020,We need a president who believes in science.
5/19/2020,It's time we reward the people who actually make this country work. Not Wall Street CEOs - but the middle class. Ordinary women and men who are capable of doing extraordinary things when given half a chance.  That's who I'll fight for every single day in the White House.
5/19/2020,Donald Trump is not responsible for the coronavirus. But he does bear full responsibility for failing to protect our nation from the worst public health and economic crisis in our lifetime.
5/18/2020,#NAME?
5/18/2020,Donald Trump is the most corrupt president in modern American history - and his recovery efforts are making that clearer than ever.
5/18/2020,"In times of crisis, Americans stand as one. It's who we are. And it's how we're going to get through this - together."
5/18/2020,"A year ago today, the House passed the #EqualityAct, a long-overdue bill that would ensure LGBTQ+ people are treated with dignity and respect under the law. But @SenateMajLdr won't bring it up for a vote. It's unacceptable.  Passing it will be a top legislative priority of mine."
5/17/2020,"As we reflect on the incredible legacy of Brown v. Board of Education, we're reminded of the urgent work that remains before us 66 years later. We can't rest until every kid gets a fair shot, and we finally live up to our founding ideals of liberty, justice, and equality for all."
5/17/2020,Behind every COVID-19 death is a family and a community that will never be the same.  Behind every unemployment claim is a life thrown into uncertainty - a person wondering how they'll make ends meet.  There is a real human toll to this crisis. We cannot forget that.
5/17/2020,"From this moment of crisis, we have the opportunity to not just rebuild our economy - but transform it."
5/16/2020,Science over fiction.
5/15/2020,"Los fracasos internacionales de Trump han abierto el camino para que Cuba se una al Consejo de Derechos Humanos de la ONU. Esto traiciona a los presos pol\xc3\xadticos en Cuba y mina a\xc3\xban m\xc3\xa1s la diplomacia de los EE.UU. Como presidente, defendere los derechos humanos del pueblo cubano."
5/15/2020,"Trump's international failures have cleared a path for Cuba to join the UN Human Rights Council. This would betray Cuba's political prisoners and further undermine U.S. diplomacy. As President, I will lead by empowering the Cuban people and defending human rights."
5/15/2020,We have the power to create the future we want. A future where:  - We end our gun violence epidemic - We lead the world in combating climate change - Everyone has access to the health care they need - Our government works for all - not just the wealthy and well-connected
5/15/2020,"To all of our front line workers who are working day in and day out to keep our nation afloat during this crisis, thank you."
5/15/2020,We are months into this crisis. There is simply no excuse for President Trump's failure to implement a national testing strategy.
5/14/2020,"There's nothing that the American people cannot accomplish when we stand together - one nation, united in purpose."
5/12/2020,Here's the deal: We can choose who our country works for. We can choose whether it works for just the wealthy - or everyone else as well.  That's the choice we must make - all of us together - this November.
5/12/2020,I believe everyone deserves a fair shot at success - not just the Mar-a-Lago crowd.
5/11/2020,Donald Trump and his team seem to understand how critical testing is to their own safety. So why are they insisting that it's unnecessary for the American people?
5/10/2020,Don't let anyone tell you differently: We have the power to write the future we want for our country.
5/10/2020,"Ordinary people, given half a chance, have never let their country down.  That's who I believe in. That's who I'm in this race to fight for."
5/9/2020,There's no quit in America. None at all. We're going to get through this - and we're going to come out stronger.
5/9/2020,"We need to rebuild the backbone of this country - the middle class. And this time, we're going to bring everyone along.  We have to make sure every single person gets a fair shot at success."
5/8/2020,"75 years ago on #VEDay, America and its allies defeated fascism in Europe. From the devastation of war, we built a lasting peace. Today, as we honor the veterans who sacrificed for us, let us remember the importance of uniting against common threats."
5/8/2020,Donald Trump loves to crow about what a great economy he built.  This crisis has revealed what a failure Trumponomics has been. And American workers and families are paying the price.   Tune in for my remarks live on @nowthisnews at 12 PM EDT.
5/8/2020,Here's the simple truth: The United States of America has never been defeated when we're together - and we're not going to be defeated now.  We can and will overcome this.
5/8/2020,"I can't hit the campaign trail in-person due to COVID-19 - so instead, I'm traveling across the country from my home in Delaware. Head over to my Instagram to catch up on today's trip to Florida \xf0\x9f\x93\xb2."
